ITEM_ID,ITEM_TYPE,START_DATETIME,END_DATETIME,PROPERTY_TYPE,PROPERTY_VALUE,PROPERTY_DATE,PROPERTY_STRING,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID,UPDATE_SOURCE,CREATE_SOURCE
8a25ae43783447ecb75231db773fc599,COMPANY,1900-01-01 00:00:00.000,9000-01-01 00:00:00.000,ACTIVE,NULL,NULL,True,SYSTEM,2017-11-01 13:36:47.953,b3879ea08f9640ecb28221f8b8dd036d,NULL,18ddc9bb4c4d4351a41f1a6fad6f034b,NULL,NULL,X,X
8a25ae43783447ecb75231db773fc599,COMPANY,1900-01-01 00:00:00.000,9000-01-01 00:00:00.000,DATA_STATUS,NULL,NULL,RAW,SYSTEM,2017-11-01 13:36:47.973,435865dbb4a04726b211a4099d1864cd,NULL,c3c5965d896448c092d72ee781e5a72c,NULL,NULL,X,X
8a25ae43783447ecb75231db773fc599,COMPANY,1900-01-01 00:00:00.000,9000-01-01 00:00:00.000,LEGACY_ID,NULL,NULL,KMG,SYSTEM,2017-11-19 14:02:25.187,24774f663e0b409b8532d5c0288f61db,NULL,2aabc90c0ede469ca45a22fbe0fffdb3,NULL,NULL,X,X
8a25ae43783447ecb75231db773fc599,COMPANY,1900-01-01 00:00:00.000,9000-01-01 00:00:00.000,NAME,NULL,NULL,"АО ""РД ""КазМунайГаз"" и ""ПетроКазахстан Инк.""",SYSTEM,2017-11-01 13:36:47.723,3fa293b694604383b91e758fa89cbd8f,NULL,28e440d3bd4b42089f8215a9622c24e8,NULL,NULL,X,X
