ITEM_ID,ITEM_TYPE,START_DATETIME,END_DATETIME,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID,UPDATE_SOURCE,CREATE_SOURCE
8a25ae43783447ecb75231db773fc599,COMPANY,1900-01-01 00:00:00.000,9000-01-01 00:00:00.000,SYSTEM,2017-11-01 13:36:47.627,9A2082BE7F0A4BA3AB87F742253BBB3E,NULL,2B4F3F1030164C74931A386A3FE16C03,NULL,NULL,X,X
