CULTURE,ID,SHORT_LABEL,MOBILE_LABEL,LAYER_NAME,HIDDEN,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID
en-US,TYPE.WELL_BHT_READ.BHT_23,BHT 23,NULL,STD,FALSE,NULL,27:52.1,9af261c0eca04aa2bf826ad6a5d9bcbf,NULL,b9fbba5160b44a86be52926fd02e41c2,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_24,BHT 24,NULL,STD,FALSE,NULL,27:52.1,abf809f4cc5242e2b9a532fb98de55d6,NULL,82ab1830e1a74095ba183d54a939c07b,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_24,[ru-RU] BHT 24,NULL,STD,FALSE,NULL,27:52.1,b87886e5869d438182d4f35270221464,NULL,91cc149a7d60436a8d997411836ecf72,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_25,[ru-RU] BHT 25,NULL,STD,FALSE,NULL,27:52.1,d2c5fd16da9447af97262c4a280f5bf0,NULL,bdaa25b18f7d404d9a03c4cdf6f4c1bc,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_25,BHT 25,NULL,STD,FALSE,NULL,27:52.1,4a07badc1f464c70885c454ea1f559da,NULL,0f4ae2ec33464616a88c452cba7a4d36,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_26,BHT 26,NULL,STD,FALSE,NULL,27:52.1,65fcb568bb994a1984c2e3d5c7bec7c7,NULL,9c731585e73446b38dc00e124ecc1b1a,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_26,[ru-RU] BHT 26,NULL,STD,FALSE,NULL,27:52.1,950aff02af294dc78dee490dec6182d0,NULL,b53fdb85066547f1b9a2f2254db9a635,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_27,[ru-RU] BHT 27,NULL,STD,FALSE,NULL,27:52.1,ff70055c6aed4938b4e4b31e940deca3,NULL,324f3dbb18354fc1a0d7aff622ae272f,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_27,BHT 27,NULL,STD,FALSE,NULL,27:52.1,52707290eb14464aa91f4f9bd66c13cb,NULL,09a2098e3cc24b4bbf24430100ef3732,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_28,BHT 28,NULL,STD,FALSE,NULL,27:52.1,1488f5d1dd62457ca091ab252223d680,NULL,339202a887aa496daca6f67c1d23527b,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_28,[ru-RU] BHT 28,NULL,STD,FALSE,NULL,27:52.1,0c373c4a46524fd789a730302f3b0a4c,NULL,89eb20e0bb56404f88a2a18b62df5b5f,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_29,[ru-RU] BHT 29,NULL,STD,FALSE,NULL,27:52.1,af47e1ae75ac4a22bcc129a7f4626625,NULL,3d1a325d6a6f44088a183a28c8a8b0c1,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_29,BHT 29,NULL,STD,FALSE,NULL,27:52.1,5522a030454145f29179a7e4ed260285,NULL,f11dcec2e0844255ab1bfa57e004a04d,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_3,BHT 3,NULL,STD,FALSE,NULL,27:52.1,9624674d52bb4647874814c3f4461995,NULL,b679322e13ef4ddebe804a95200dfe09,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_3,[ru-RU] BHT 3,NULL,STD,FALSE,NULL,27:52.1,ee9bb0022d8c4d519d9431a78e215ef4,NULL,8a3ebc52c86e4fc6a9b99bd09f3f0f31,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_30,[ru-RU] BHT 30,NULL,STD,FALSE,NULL,27:52.1,7101b12944784bdc942dcc11cc74e023,NULL,0b7ff40ab52842cdaf62f7dd98f96f36,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_30,BHT 30,NULL,STD,FALSE,NULL,27:52.1,bf625ceb764748f091e5990869f40cdd,NULL,75fa70d3fd14440c81c7d83f965506e7,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_4,BHT 4,NULL,STD,FALSE,NULL,27:52.1,527c8a67d7be4865bb3121b1dc6ad83e,NULL,8a106970a7b24bffafd81aaa82a70cc1,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_4,[ru-RU] BHT 4,NULL,STD,FALSE,NULL,27:52.1,9595f86827324a3fa3150546ea4e6766,NULL,01550a1481a64abda4fdcc2eff9f2c2e,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_5,[ru-RU] BHT 5,NULL,STD,FALSE,NULL,27:52.1,e18722401699472fa5176357e199a3eb,NULL,fa94930272004b06b1a72c7917bbd44f,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_5,BHT 5,NULL,STD,FALSE,NULL,27:52.1,cd0805aa44854e5a8eeca411fa4f1328,NULL,91e2d00624dd43d69cf735e483962c43,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_6,BHT 6,NULL,STD,FALSE,NULL,27:52.1,a5aeee00e46644e9921d8e91b8066d60,NULL,b66e37b16d94482496cf4980cd4ca794,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_6,[ru-RU] BHT 6,NULL,STD,FALSE,NULL,27:52.1,88b2a78c0b474ca68adb61e99481c595,NULL,2ae54303858a41f3a83d207acb3efe6f,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_7,[ru-RU] BHT 7,NULL,STD,FALSE,NULL,27:52.1,64df32ab74a3451f80315daa8bb0fb3a,NULL,9b4fbb6381504ea49fb450990ac97ed5,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_7,BHT 7,NULL,STD,FALSE,NULL,27:52.1,3054d0865ae64634b04b875ab308e5c2,NULL,738125ff4d5f40d7b29c7710b3487d74,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_8,BHT 8,NULL,STD,FALSE,NULL,27:52.1,7bb763503cae4dfcb3b18077685dd468,NULL,ca6b73428dea4176bde8b0edf1b81107,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_8,[ru-RU] BHT 8,NULL,STD,FALSE,NULL,27:52.1,0c6835f330364ff38aba6b19382cc0f8,NULL,39feca47b0a04c3c8ef16d927029258f,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.BHT_9,[ru-RU] BHT 9,NULL,STD,FALSE,NULL,27:52.1,10ffe75e565c4dc090c36d642ae37b37,NULL,67b3412d17b94cb0a9ea0b20af2254c0,NULL,NULL
en-US,TYPE.WELL_BHT_READ.BHT_9,BHT 9,NULL,STD,FALSE,NULL,27:52.1,7dec1bc9dbe2495799227ad6155704e7,NULL,580a136e0bae4f2da9b7a4358af3e90f,NULL,NULL
en-US,TYPE.WELL_BHT_READ.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,0a235e9ce6b64593ac3cfb1c3ee62460,NULL,8ba62bd000f049bab8cf6f1a1646c545,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,0f8df1aa3d7c4706a586477f0db97888,NULL,26467108f1b347999a1684fc74012cf2,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,9ba7d5ebcbef4078a51a7767fdbeebd8,NULL,760e4b6df11c4a7b81bcae8b4edb689c,NULL,NULL
en-US,TYPE.WELL_BHT_READ.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,2b2a462346d84d42884504645f62c5e0,NULL,25eb2dbeb04943e5aa244d25c8dbe385,NULL,NULL
en-US,TYPE.WELL_BHT_READ.END_DATETIME,End Datetime,NULL,STD,FALSE,NULL,27:52.1,8206c70b779d40f2aadd0fe2e7c0cef3,NULL,9868b24530724e9dabe2296135efcf7c,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,4d4edfa57d2c4be998bbe1b1e8557d37,NULL,ba04175662d54b1c969326095939d28e,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,e7d68c1c45494b5dbe6ff1d878c7160c,NULL,fb332e319d89493180370e485c1760b6,NULL,NULL
en-US,TYPE.WELL_BHT_READ.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,357a393009914fe4ae2699d06dcd2660,NULL,94b7dc1f512340358fe4ece7b6e60521,NULL,NULL
en-US,TYPE.WELL_BHT_READ.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,9dd1d3cfec234140af0696712d25a14a,NULL,587989257764486da862564f2a4d7ddb,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,e54bec7b118649b88e0816af19297258,NULL,6bb1b3cffe014bf1a55c5c507ad47ead,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.LAST_UPDT_DATE,Дата изменения,NULL,STD,FALSE,SYSTEM,56:00.2,db5ee558ed334663b831bfcaafe0dfb9,NULL,682050abf3ff4eb680eafc5bb473ae16,NULL,NULL
en-US,TYPE.WELL_BHT_READ.LAST_UPDT_DATE,Last Update Date,NULL,STD,FALSE,NULL,27:52.1,d7ff1d494214473e91ad5cf70fc56d09,NULL,deac2cb500804c2daa05aeb4f945e827,NULL,NULL
en-US,TYPE.WELL_BHT_READ.LAST_UPDT_USER,Last Update User,NULL,STD,FALSE,NULL,27:52.1,68e3667c816449ea8d78e65a0d0af237,NULL,603bc5e9948b41f495727487f248dd4e,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.LAST_UPDT_USER,Пользователь,NULL,STD,FALSE,SYSTEM,56:00.2,4a792619a0da44b3960fa296ebdf3532,NULL,8b446157c9364045b99973b570c01e57,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,9e0444d08f214086ad786c5ecd008d6d,NULL,1d9fe2f6a91a45618ed52f6bed2881c3,NULL,NULL
en-US,TYPE.WELL_BHT_READ.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,cceb434c6df2488cb76eafcc76a52862,NULL,45134822c5f44baa95a2c71436b15f50,NULL,NULL
en-US,TYPE.WELL_BHT_READ.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,91f38d6e6c2e4f6ba6cb30d3a1038ffd,NULL,6aff0cab99d34f2ca7d033a9ba27cdd4,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,d2c980254229497b8d930fc074547ce2,NULL,bab1a6e5251343869740436dd64bec49,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,baedcd3144a8405fb345d364a944d16b,NULL,47015f499f3e437089d2a6882be06101,NULL,NULL
en-US,TYPE.WELL_BHT_READ.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,fcce5e74c8a04d21b7e2cbb6d66daa34,NULL,a177c898bf0d467d8fed6677ac4de146,NULL,NULL
en-US,TYPE.WELL_BHT_READ.START_DATETIME,Datetime,NULL,STD,FALSE,NULL,27:52.1,1b2dd753bad3416588c9f0928c9dd976,NULL,e2227d3be51349c7a52004d6e18f436c,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.START_DATETIME,Дата/время,NULL,STD,FALSE,SYSTEM,56:00.2,c9ef32b8e5604bc19be9fa1401720b1b,NULL,567c2b4792084fe384ca4525214059b6,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,0bfce5fc8c924ed983eeb5560aa76136,NULL,d856fd46ccd145159e6656c0c87ba67a,NULL,NULL
en-US,TYPE.WELL_BHT_READ.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,f3f7332c8a9d49129960e3ea806ae10c,NULL,be3a5bd455cd42828f4f05b35b644b99,NULL,NULL
en-US,TYPE.WELL_BHT_READ.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,d17262fcafba43919ca44ccb3f3eaedd,NULL,e9b91090fb0240789ecfd827eb83b6d7,NULL,NULL
ru-RU,TYPE.WELL_BHT_READ.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,09e8bc6f1aa5454d93d74f6a2c0bb46c,NULL,0d93689272984fa2af713a02ebfc697a,NULL,NULL
ru-RU,TYPE.WELL_DOC,Документ по скважине,NULL,STD,FALSE,SYSTEM,56:00.2,91bcee5a4f5b49c6874a7b92ec7d558b,NULL,e91e2d6830a14bdc87ef061913a86e43,NULL,NULL
en-US,TYPE.WELL_DOC,Well Document,NULL,STD,FALSE,NULL,27:52.1,35a226d3525f4bf1a29d6e405bee93d9,NULL,a8bcf938e35a4e2b846cd15136b15912,NULL,NULL
en-US,TYPE.WELL_DOC_TR,Well Document,Well Document,STD,FALSE,NULL,27:52.1,f4a2dd53e3f34187a869a4304bb80bd2,NULL,fb47f76fcb0d43208dfbff338021d980,NULL,NULL
ru-RU,TYPE.WELL_DOC_TR,Документ по скважине,[ru-RU] Well Document,STD,FALSE,SYSTEM,56:00.2,9bc949a7e2c74f6f95728d3897fcb4dd,NULL,1e02b02ccbd24005a242c4d5483b4bff,NULL,NULL
ru-RU,TYPE.WELL_ITEM,[ru-RU] Well item,NULL,STD,FALSE,NULL,27:52.1,4a994fcce8194381b11f156f3efc2172,NULL,aa95398bceb04290a865c11ba6f24351,NULL,NULL
en-US,TYPE.WELL_ITEM,Well Item,NULL,STD,FALSE,NULL,27:52.1,1fa4083fa019417c8dcb1af2d7dff260,NULL,2bc5b04e34734f14aa49b72215fc751a,NULL,NULL
en-US,TYPE.WELL_METER,Well Meter,NULL,STD,FALSE,NULL,27:52.1,559f49363c184009a08ef0252f8d1947,NULL,742bf33b7f3a445fa2ea2a271a2ed380,NULL,NULL
ru-RU,TYPE.WELL_METER,[ru-RU] Well Meter,NULL,STD,FALSE,NULL,27:52.1,a0f08c56a266478999d9b2b208625c27,NULL,e0aa377a18de442d989063793e94ff6a,NULL,NULL
ru-RU,TYPE.WELL_METER.FLOW_DIRECTION,[ru-RU] Flow direction,[ru-RU] Flow direction,STD,FALSE,NULL,27:52.1,218f0438e29046e3804b3d5691e16c5f,NULL,47912c51eeec4a6e8df18456d91a8d38,NULL,NULL
en-US,TYPE.WELL_METER.FLOW_DIRECTION,Flow direction,Flow direction,STD,FALSE,NULL,27:52.1,5cef3b2063bb4e428a131f1b406c0799,NULL,a6aac562a09949bd831cabe7320c8313,NULL,NULL
en-US,TYPE.WELL_METER.LINK_MTR_TYPE,Link Meter Type,NULL,STD,FALSE,NULL,27:52.1,4d97f73f3d744f7597b8b06a840936ab,NULL,49ac7fbc187e4177b55f1a12387ccc71,NULL,NULL
ru-RU,TYPE.WELL_METER.LINK_MTR_TYPE,[ru-RU] Link Meter Type,NULL,STD,FALSE,NULL,27:52.1,e4f28d3a32a24f81b5c254338e59df4d,NULL,7fcdb98d4e9645c98e29fd93fd44b64c,NULL,NULL
ru-RU,TYPE.WELL_METER.MTR_ORDER,[ru-RU] Meter Order,NULL,STD,FALSE,NULL,27:52.1,fb7e7151c6d643cbb9892c93e8589b31,NULL,9d5b25f03ae041728c7eaf6ebedaa464,NULL,NULL
en-US,TYPE.WELL_METER.MTR_ORDER,Meter Order,NULL,STD,FALSE,NULL,27:52.1,c65558cbf5874fbf8a1d187a4e6ca64a,NULL,98e9b425cbda4297a21ec0cbbc62f153,NULL,NULL
en-US,TYPE.WELL_READ,Well Reading,Well reading,STD,FALSE,NULL,27:52.1,7ca94c61d8324a27a5da8f7ed9cd2973,NULL,a0f5d6e6f55e433bb77d3aa996be35f8,NULL,NULL
ru-RU,TYPE.WELL_READ,Скважинные данные,[ru-RU] Well reading,STD,FALSE,SYSTEM,56:00.2,8c4cbd07c0034e98913292e9975a64da,NULL,36bf17d8b8294247824e61da1f4b5b52,NULL,NULL
ru-RU,TYPE.WELL_READ.ANNULUS_PRESS,Затрубное давление,Затрубное давление,STD,FALSE,SYSTEM,55:53.6,35e7a1b2036941578526bc7859f869f0,NULL,e9b8d73a119c4f66be5a9731dc92f2e3,NULL,NULL
ru-RU,TYPE.WELL_READ.BH_PRESS,Забойное давление,Забойное давление,STD,FALSE,SYSTEM,56:00.2,21e21ac323a24958a5f09aa2271d29aa,NULL,ce415f6351ce49a19cbbd19dde319538,NULL,NULL
en-US,TYPE.WELL_READ.BH_PRESS,Bottomhole pressure,BH Press,STD,FALSE,NULL,27:52.1,e736b1317743461d9099b3cebaec21c6,NULL,e44b21b621234aa592ee1b1daf1db8f4,NULL,NULL
en-US,TYPE.WELL_READ.BH_PRESS2,Bottomhole pressure 2,BH Pressure 2,STD,FALSE,NULL,27:52.1,ee8a766977764bf88697e352c20ec7ef,NULL,eae8054e518f43a4bcb6ac24ced1150e,NULL,NULL
ru-RU,TYPE.WELL_READ.BH_PRESS2,Забойное давление 2,[ru-RU] BH Pressure 2,STD,FALSE,SYSTEM,56:00.2,6e0b17f0acf34564ad8064eda3d87c57,NULL,a246f01171d340fd93f52f90ae128243,NULL,NULL
ru-RU,TYPE.WELL_READ.BH_TEMP,Температура на забое,[ru-RU] BH Temp,STD,FALSE,SYSTEM,56:00.2,37726185f8b24d1cbb6293014b0a3ee1,NULL,131dfc18550140cc804b3144ebe25b69,NULL,NULL
en-US,TYPE.WELL_READ.BH_TEMP,Bottom hole temperature,BH Temp,STD,FALSE,NULL,27:52.1,8f9ce33d660541dba8bd69111f6e914d,NULL,d5b0d38f9c65425597781355bdd0f687,NULL,NULL
en-US,TYPE.WELL_READ.BH_TEMP2,Bottom hole temperature 2,BH Temp 2,STD,FALSE,NULL,27:52.1,0989aab3f0a24ad2a5497148823624c2,NULL,1b634f488418401eb99d3ce45e431745,NULL,NULL
ru-RU,TYPE.WELL_READ.BH_TEMP2,Температура на забое 2,[ru-RU] BH Temp 2,STD,FALSE,SYSTEM,56:00.2,0a8833db40c24d5d97a41d9a8f1c34be,NULL,4975c59cf84b466bbaa733a27921621b,NULL,NULL
ru-RU,TYPE.WELL_READ.CASING_PRESS1,Затрубное давление,Затрубное давление,STD,FALSE,SYSTEM,12:15.5,a45a1b176fbd4794b41407a8a6219e56,NULL,8aa12fb9955a47a8a8cce160ecb54f46,NULL,NULL
en-US,TYPE.WELL_READ.CASING_PRESS1,Casing pressure,Casing pressure,STD,FALSE,SYSTEM,44:05.9,39026bbaf44f41f280ee428e8eb4ba97,NULL,943a5e517ad247f1b6260d2d34f83187,NULL,NULL
en-US,TYPE.WELL_READ.CASING_PRESS2,Tubing Pressure,Tubing Pressure,STD,FALSE,SYSTEM,12:15.5,e9c9d1abfbe74949a94cc9ef59862f7f,NULL,c27853b7e7574324b1fa0caef34b5eaf,NULL,NULL
ru-RU,TYPE.WELL_READ.CASING_PRESS2,Давление буферное,Давление буферное,STD,FALSE,SYSTEM,12:15.5,f880fadc87f44ae481cfc41c1ccd0f75,NULL,fdd9bc4dda374420b03fe7027563a4b8,NULL,NULL
ru-RU,TYPE.WELL_READ.CASING_PRESS3,Давление затрубное (при дин. уровне),Давление затрубное (при дин. уровне),STD,FALSE,SYSTEM,44:05.9,88c8ea512af142eb8c09b66f677ca29b,NULL,7eab8c9f104f40f49b49320c0ea4c73b,NULL,NULL
en-US,TYPE.WELL_READ.CASING_PRESS3,Casing pressure (dyn. level),Casing pressure (dyn. level),STD,FALSE,SYSTEM,44:05.9,e2038487a6274be19acdb727bb05b806,NULL,f2ae74815e344c408a2c0b870f84621a,NULL,NULL
en-US,TYPE.WELL_READ.CASING_PRESS4,Intake Pressure for polymer inj.,Intake Pressure for polymer inj.,STD,FALSE,SYSTEM,03:08.9,0924793b41b646ad9856495a26306400,NULL,4393b4294b97427ca53bf52ff5fdf47a,NULL,NULL
ru-RU,TYPE.WELL_READ.CASING_PRESS4,Входное давление пл. воды,Входное давление пл. воды,STD,FALSE,SYSTEM,03:08.9,b75000fc81d14eb0aa82ba372e2b0fdf,NULL,c9f060e831674c66bb962e32a5b41b4b,NULL,NULL
ru-RU,TYPE.WELL_READ.CASING_TEMP,Давл. в межтруб. пр-ве,[ru-RU] Casing Temp,STD,FALSE,SYSTEM,56:00.2,890c30033c04427987d8cdfd38c9e33c,NULL,ae2015b0e3f8476f936394bed0cd107b,NULL,NULL
en-US,TYPE.WELL_READ.CASING_TEMP,Casing temperature,Casing Temp,STD,FALSE,NULL,27:52.1,39ab96acacfe4adfa3d0e2c19d08f5fe,NULL,efefeca42aec4ee59f34d418d8a05b33,NULL,NULL
en-US,TYPE.WELL_READ.CHOKE_1,Tubing Choke Size,Tubing Choke Size,STD,FALSE,SYSTEM,18:42.2,f839102f366d4d59907daadcaf0ba46f,NULL,77f7e13cd90248ef91f2c56690ea4cc2,NULL,NULL
ru-RU,TYPE.WELL_READ.CHOKE_1,Диаметр штуцера,Диаметр штуцера,STD,FALSE,SYSTEM,18:42.2,9c71edb95208408d80ab6723eb849ccb,NULL,4696888efe31472c8ccdae399e8a9389,NULL,NULL
ru-RU,TYPE.WELL_READ.CHOKE_2,Штуцер 2,[ru-RU] Choke 2,STD,FALSE,SYSTEM,56:00.2,4d5ba7754fd24165acb1bc04de571c67,NULL,c7b81d2780744af9944781f41f39d851,NULL,NULL
en-US,TYPE.WELL_READ.CHOKE_2,Choke 2,Choke 2,STD,FALSE,NULL,27:52.1,c1cffb3ef09e48a891a88936fa8d06e4,NULL,51fe7c1d68ae4ba68c3ede08d439ed2b,NULL,NULL
en-US,TYPE.WELL_READ.CHOKE_TEXT,Choke size,Choke size,STD,FALSE,SYSTEM,35:04.9,180EE5823F894EFEA93603CB96BAB051,NULL,cd48aa5678c946cf8cd1d4acb9c9d3c7,NULL,NULL
ru-RU,TYPE.WELL_READ.CHOKE_TEXT,Диаметр штуцера,Диаметр штуцера,STD,FALSE,SYSTEM,35:04.9,6EEA41C8D6794EF397FFEEB3B16038CE,NULL,24fa7d7e834d4d91b6dafef321fcce6d,NULL,NULL
ru-RU,TYPE.WELL_READ.COMMENT,Примечание к замеру,Примечание к замеру,STD,FALSE,SYSTEM,23:28.8,09c07fb6ebdd47fba0f2001740f1b99a,NULL,3a0044203f234dbdb5f7a6fc1353d32c,NULL,NULL
en-US,TYPE.WELL_READ.COMMENT,Comment,Comment,STD,FALSE,NULL,27:52.1,54d5d28977bc4eff873fa318522a1207,NULL,b2d9df6044e14762a224f286ace6957b,NULL,NULL
en-US,TYPE.WELL_READ.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,f73a6d162889468d9ac576118328f586,NULL,0267ec3f14434bfcb8808b9541195cda,NULL,NULL
ru-RU,TYPE.WELL_READ.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,0571d698500646189737cb076884eb48,NULL,be4f789d82d847d3abff236441e4b506,NULL,NULL
ru-RU,TYPE.WELL_READ.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,6f480cf086374ca4bd1a95099117cb41,NULL,fda713c222ec40188d7e61ec79cc7c49,NULL,NULL
en-US,TYPE.WELL_READ.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,76315d38662b4db29ee4f5a1426ac546,NULL,4f83868f22ce430ca9fa8c63f130fa04,NULL,NULL
en-US,TYPE.WELL_READ.DN_CURRENT,Down current,Down Current,STD,FALSE,NULL,27:52.1,4a374d2262484081bc903acca6327337,NULL,7037e48ec5184ae1bce98a677e6b2106,NULL,NULL
ru-RU,TYPE.WELL_READ.DN_CURRENT,Минимальный ток,[ru-RU] Down Current,STD,FALSE,SYSTEM,56:00.2,bd09755a09bd408b8921d2083f31ad58,NULL,f374f2b77fb54cdaa5d590d567685356,NULL,NULL
ru-RU,TYPE.WELL_READ.DRAWDOWN,Депрессия,Депрессия,STD,FALSE,SYSTEM,55:53.6,c2fe2e817bd34c20899314a661751760,NULL,11ba1b9d5d844d2a9ddf82e0f23f70e1,NULL,NULL
ru-RU,TYPE.WELL_READ.DRAWDOWN_PCT,Депрессия в %,Депрессия в %,STD,FALSE,SYSTEM,55:53.6,11e2c4b6b8ac43fc86bf098edc4cf56c,NULL,c5c1006374984c0594c05e8f95f9e110,NULL,NULL
ru-RU,TYPE.WELL_READ.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,71e3a402eb1445348a421d8cdfe38a59,NULL,4b160fd08b624d3d9accca56d502eaa5,NULL,NULL
en-US,TYPE.WELL_READ.END_DATETIME,End Datetime,NULL,STD,FALSE,NULL,27:52.1,4a8c115a8bb241c887be4952b8c5bf90,NULL,d5a16fb6a4a8457bb1b4241c8ad2b92f,NULL,NULL
en-US,TYPE.WELL_READ.EST_GAS_VOL_RT,Estimated gas rate,Est gas,STD,FALSE,NULL,27:52.1,e992eaa864c14b14820aefef8a5e0b7b,NULL,47fde9565cd04771b20e833b61785472,NULL,NULL
ru-RU,TYPE.WELL_READ.EST_GAS_VOL_RT,Теор. дебит газа,[ru-RU] Est gas,STD,FALSE,SYSTEM,56:00.2,755d52456b614932bc8c1e3e9342e218,NULL,db3e0cf4a66441c1a11ee2cac0d3deb6,NULL,NULL
ru-RU,TYPE.WELL_READ.EST_LIQ_VOL_RT,Производительность насоса,Производительность насоса,STD,FALSE,SYSTEM,34:35.5,a7014886f1ab47bdbbbb9066e16dd2c3,NULL,8fc28991c2fd4c0abe345ab0a0088b01,NULL,NULL
en-US,TYPE.WELL_READ.EST_LIQ_VOL_RT,Pump efficiency,Pump efficiency,STD,FALSE,SYSTEM,34:35.5,647ad350d1be4d559865abe62b5ca8b8,NULL,5c236085c0f94ef8bff4cdef6b18ff20,NULL,NULL
en-US,TYPE.WELL_READ.EST_OIL_VOL_RT,Estimated oil rate,Est oil,STD,FALSE,NULL,27:52.1,e9d7b0ee1062404baa0aba734344f20e,NULL,7821200860174eedb8997afc0e5e4a93,NULL,NULL
ru-RU,TYPE.WELL_READ.EST_OIL_VOL_RT,Теор. дебит нефти,[ru-RU] Est oil,STD,FALSE,SYSTEM,56:00.2,5fa1b86378af48dd81f2bed8af74aa49,NULL,4b3efb1badb6435888c2a3428f9b8703,NULL,NULL
ru-RU,TYPE.WELL_READ.EST_WAT_VOL_RT,Теор. дебит воды,[ru-RU] Est water,STD,FALSE,SYSTEM,56:00.2,3665f7d9bb5145a18255f8d4b4d440af,NULL,cac3c13a1fd54c9390d33ce429b6878f,NULL,NULL
en-US,TYPE.WELL_READ.EST_WAT_VOL_RT,Estimated water rate,Est water,STD,FALSE,NULL,27:52.1,9f45339513204f80b2ad230bfa28271d,NULL,dcbb4477664041338fa1a8e372716628,NULL,NULL
en-US,TYPE.WELL_READ.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,f9edd1dd25884bb284f1f00b0fbb12b9,NULL,6656d53542144b21b26b138b47d5df3e,NULL,NULL
ru-RU,TYPE.WELL_READ.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,e5673270d22e4c47bd305f90f81292ee,NULL,02df94013d3949d9b3ccc33b27124a8f,NULL,NULL
ru-RU,TYPE.WELL_READ.FL_DATE,Дата замера уровня жидкости,Дата замера уровня жидкости,STD,FALSE,SYSTEM,25:57.8,A7A1E75C4B2646CE98C95B59106C8145,NULL,e9096a9cc7ef41469b398f4fb4134dcc,NULL,NULL
