CULTURE,ID,SHORT_LABEL,MOBILE_LABEL,LAYER_NAME,HIDDEN,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID
en-US,TYPE.ACT_DAY,Actual Daily Quantity,NULL,STD,FALSE,NULL,27:52.1,07d1e9ee5ef34f02a464ff28c0ad5d10,NULL,f17d28cd19954e3eb42d7e885c0f35ef,NULL,NULL
ru-RU,TYPE.ACT_DAY,[ru-RU] Actual daily quantity,NULL,STD,FALSE,NULL,27:52.1,95a4b34eb16b41dfbfe045d8ffb6ba69,NULL,2b361673546648dcaf2908a676158d9c,NULL,NULL
ru-RU,TYPE.ACT_HR,[ru-RU] Actual Hourly Quantity,NULL,STD,FALSE,NULL,27:52.1,d30b611343224db1923a4f7f58c995ad,NULL,c11cd66cda654f87808053fa57916b90,NULL,NULL
en-US,TYPE.ACT_HR,Actual Hourly Quantity,NULL,STD,FALSE,NULL,27:52.1,e2803d707f1d46fe8dce9583d40b1f6e,NULL,6eeceb0c0f40401d89441a6f6790efca,NULL,NULL
en-US,TYPE.ACT_MTH,Actual Monthly Quantity,NULL,STD,FALSE,NULL,27:52.1,8a02165f379f44ea9bbb39ba1e1f8496,NULL,b191dab5b2a14b6e8aef496676ddf6b1,NULL,NULL
ru-RU,TYPE.ACT_MTH,[ru-RU] Actual monthly quantity,NULL,STD,FALSE,NULL,27:52.1,92e637a3423c4fc995ef127d16d7cd53,NULL,827c10a35e314463b02d9964b259121c,NULL,NULL
ru-RU,TYPE.ACT_PGM_ITEM,[ru-RU] Activity Program Targets,[ru-RU] Activity Program Targets,STD,FALSE,NULL,28:53.6,143cc56b16ed4d948177eed4377d980c,NULL,60b54967d65a49de9eb94945f328a4b9,NULL,NULL
en-US,TYPE.ACT_PGM_ITEM,Activity Program Targets,Activity Program Targets,STD,FALSE,NULL,28:53.6,d881ee9e7cd143d6928a06b539a8de6a,NULL,fcd15440e1bf433f9320ac974ec93b98,NULL,NULL
en-US,TYPE.ACT_PGM_ITEM.TARGET_DEPTH,Targeted Depth MD,Targeted Depth MD,STD,FALSE,NULL,28:53.6,23bd2f747e5348d3848c783d51fcdc72,NULL,3ec1524d10254091ad9838bb96476765,NULL,NULL
ru-RU,TYPE.ACT_PGM_ITEM.TARGET_DEPTH,[ru-RU] Targeted Depth MD,[ru-RU] Targeted Depth MD,STD,FALSE,NULL,28:53.6,02f78b1176dd4e3197e911791e53839e,NULL,9afdd0ce9abc40dc8ba7504074edc9a9,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM,План мероприятий,[ru-RU] Activity Program,STD,FALSE,SYSTEM,56:00.2,efaf3c108c54461890514b803274aa9e,NULL,c2c4279176224a77bdbbaf8b78beed38,NULL,NULL
en-US,TYPE.ACTIVITY_PGM,Activity Program,Activity Program,STD,FALSE,NULL,28:53.6,9afea3ec40d3460d9299c32a59d95585,NULL,3e5ea1ee1d184c7cba79fcced959cbfb,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.AUTHORIZED_MD,Authorized MD,Authorized MD,STD,FALSE,NULL,28:53.6,f00e89fe93264fd4b0c4c4d8f132031c,NULL,d75e8083e374463c887527837beac6b4,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.AUTHORIZED_MD,[ru-RU] Authorized MD,[ru-RU] Authorized MD,STD,FALSE,NULL,28:53.6,4eb1c981100749bfb28867683de337af,NULL,49fd8c6bc7f44f69b432a41fa3b80322,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.AUTHORIZED_TVD,[ru-RU] Authorized TVD,[ru-RU] Authorized TVD,STD,FALSE,NULL,28:53.6,7f8dc98326d74d539eaa095a9b438a21,NULL,6e1d22ce1e7a43c0b16a13c88626c9eb,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.AUTHORIZED_TVD,Authorized TVD,Authorized TVD,STD,FALSE,NULL,28:53.6,d1f3319258fb44b181d4a892a7a9168a,NULL,0964c207bf4140e6add071e8fda52e6e,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.BUDGETED_MD,Budgeted MD,Budgeted MD,STD,FALSE,NULL,28:53.6,70d9e4b7d71c48d2a18df080fc2c35d5,NULL,42041c5068bc405897274c32b3e46144,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.BUDGETED_MD,[ru-RU] Budgeted MD,[ru-RU] Budgeted MD,STD,FALSE,NULL,28:53.6,3841ba1cf8ef4a42886aadfbddc4a4aa,NULL,926e081c467b4d17bf83390fcda91d1a,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.BUDGETED_TVD,[ru-RU] Budgeted TVD,[ru-RU] Budgeted TVD,STD,FALSE,NULL,28:53.6,137ef1792c604bed94cb89464bd9c111,NULL,99de8be7f2e2426fb7afd19b2284044b,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.BUDGETED_TVD,Budgeted TVD,Budgeted TVD,STD,FALSE,NULL,28:53.6,f4ef32c54b48409d91651ef947b19417,NULL,10af8e13e6cd4d6ea4cae0ee514599ad,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.CATEGORY,Program Category,Program Category,STD,FALSE,NULL,28:53.6,0ff2739ba3094293994f39b48c8adc22,NULL,16400cf2509544aaa06941c789685947,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.CATEGORY,[ru-RU] Program Category,[ru-RU] Program Category,STD,FALSE,NULL,28:53.6,717b2b38e8084465b1ca3c748629ff0d,NULL,878f1fe00b2f44a8afc1c3caa5ca1b23,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.COMMENTS,Комментарии,[ru-RU] Comments,STD,FALSE,SYSTEM,56:00.2,c12377a33c5e460faab867b4e87d72be,NULL,e81db06fbf7d43adb7646e50f4f930a1,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.COMMENTS,Comments,Comments,STD,FALSE,NULL,28:53.6,0d168a1fed164b14942b30cde74f53b4,NULL,7c54f8c0f0d948899f6ab52a89401980,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.COST_CATEGORY,Cost Category,Cost Category,STD,FALSE,NULL,28:53.6,a8ab60e92c9a491d93d0a462a3e0af92,NULL,334936729ee2418b97791ade281f3b03,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.COST_CATEGORY,[ru-RU] Cost Category,[ru-RU] Cost Category,STD,FALSE,NULL,28:53.6,9e07c3c9d5fc4aeb9fd66b839fbdd8f0,NULL,8e829da47c214777a9db8755f20c6761,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.COST_CURRENCY,[ru-RU] Cost Currency,[ru-RU] Cost Currency,STD,FALSE,NULL,28:53.6,0cbe363c37a9438bbf158990f524fb4a,NULL,53ac5daeaf524ee0bb6aff9a0853d07f,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.COST_CURRENCY,Cost Currency,Cost Currency,STD,FALSE,NULL,28:53.6,b8c53a4a4711407a872da3f234b73882,NULL,f03dc6db025547129f3f239d6b502826,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.COST_ESTIMATE,Cost Estimate,Cost Estimate,STD,FALSE,NULL,28:53.6,5c55375c072d42789a9b4092361f2aa7,NULL,07e6887f8f6446d6be6225b79b9dc5ce,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.COST_ESTIMATE,[ru-RU] Cost Estimate,[ru-RU] Cost Estimate,STD,FALSE,NULL,28:53.6,dc57af28d9bf4e7cb57a49b05d3d1c71,NULL,4039b1b746854f79aeef6fdfbabb63c7,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.NPV_PERCENTAGE,[ru-RU] Net Present Value (%),[ru-RU] Net Present Value (%),STD,FALSE,NULL,28:53.6,c89226b0ec124090ad17abd473d9719c,NULL,0cd81438f40d45189aae0a75231c48d1,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.NPV_PERCENTAGE,Net Present Value (%),Net Present Value (%),STD,FALSE,NULL,28:53.6,823f423e13f44e7f993df365721a22a9,NULL,c85bd688607241048619b119a67821af,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.OBJ_PRIMARY,Primary Objectives,Primary Objectives,STD,FALSE,NULL,28:53.6,dd1ca1e39de84e76a52b9f2630e1235f,NULL,6edf309796fb47e4a611e901d04d86fd,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.OBJ_PRIMARY,[ru-RU] Primary Objectives,[ru-RU] Primary Objectives,STD,FALSE,NULL,28:53.6,dda9c0a0776542e99baa5da5502ed687,NULL,917c5213554e4775a45d2dd38f6c0663,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.OBJ_SECONDARY,[ru-RU] Secondary Objectives,[ru-RU] Secondary Objectives,STD,FALSE,NULL,28:53.6,fc82f9b3ec1341ef8536e2f9a41e5b28,NULL,451de5c3df7f440a90bc25972f94b3e0,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.OBJ_SECONDARY,Secondary Objectives,Secondary Objectives,STD,FALSE,NULL,28:53.6,cffc42dc18004f538bb4e6431cafdcca,NULL,93851bbff1aa426c8cb340070b8e488a,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.PROJECTED_VALUE,Projected Value,Projected Value,STD,FALSE,NULL,28:53.6,145900d0511e4bab86e34d4a021e0c41,NULL,0fb401431de14ebab23859cfca4736f8,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.PROJECTED_VALUE,[ru-RU] Projected Value,[ru-RU] Projected Value,STD,FALSE,NULL,28:53.6,1303eda1f1174ca0809b09ed94509ccd,NULL,53c6ff5534484e98944568ef07010748,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.PURPOSE,[ru-RU] Purpose,[ru-RU] Purpose,STD,FALSE,NULL,28:53.6,3f147f18f8864dc095db92838178d716,NULL,1ba087b7b4224a469f622fe3cc7cfb6b,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.PURPOSE,Purpose,Purpose,STD,FALSE,NULL,28:53.6,02720533ce264d03a1b4a99288eb6daf,NULL,c6788f5140d5404781fa48b2502544b2,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.STATE,State of Program,State of Program,STD,FALSE,NULL,28:53.6,822676d22cb94e17a6a56030976e2cfc,NULL,375fa6582e6d47a69060f3390044a636,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.STATE,[ru-RU] State of Program,[ru-RU] State of Program,STD,FALSE,NULL,28:53.6,1b6c1e3470dd483b832261b5e1451419,NULL,85de581929ba46af91976f19a3fab680,NULL,NULL
ru-RU,TYPE.ACTIVITY_PGM.TYPE,[ru-RU] Program Type,[ru-RU] Program Type,STD,FALSE,NULL,28:53.6,dd7a9044f67747bd8e1804f0f777270f,NULL,c39440d670964faaa3065c22947f597b,NULL,NULL
en-US,TYPE.ACTIVITY_PGM.TYPE,Program Type,Program Type,STD,FALSE,NULL,28:53.6,c1b6a7dc6438423eaaf3caa49c7c2b98,NULL,7bd70fd95fa94a159227bfb689ee5955,NULL,NULL
en-US,TYPE.ACTUAL,Actual Quantity,NULL,STD,FALSE,NULL,27:52.1,91692ac47070488590e5d863b5b5d981,NULL,daef0dd78c9741e5aa9e0a77be9a033c,NULL,NULL
ru-RU,TYPE.ACTUAL,[ru-RU] Actual quantity,NULL,STD,FALSE,NULL,27:52.1,c0104961a9fa4166a509e483b625396f,NULL,24da87c4689747a5a9c38a6da879b552,NULL,NULL
ru-RU,TYPE.ACTUAL.ALLOCATOR,[ru-RU] Allocator,NULL,STD,FALSE,NULL,27:52.1,033210d704ac49fe96f70500bb471fbb,NULL,6f1a0e4e5517482f942a44320fe8c820,NULL,NULL
en-US,TYPE.ACTUAL.ALLOCATOR,Allocator,NULL,STD,FALSE,NULL,27:52.1,404545c3f4e84b8c9a2d866b3b731244,NULL,5798d222e0d04556a88ea869534efee8,NULL,NULL
en-US,TYPE.ACTUAL.BALLAST,Calc. Ballast,Calc. Ballast,STD,FALSE,SYSTEM,16:00.9,6CBF4FBD1B274B1BB2D1EF6502DD0071,NULL,0b90e050773449feb6606e2456daf4d9,NULL,NULL
ru-RU,TYPE.ACTUAL.BALLAST,Расч. Балласт,Расч. Балласт,STD,FALSE,SYSTEM,16:01.0,9E757988AC484AFDB671D21DCE60F35C,NULL,9006d5c5c3c147d095c1b9101a53db04,NULL,NULL
ru-RU,TYPE.ACTUAL.BSW_VOL_FRAC,Расч. Обводненность,Расч. Обводненность,STD,FALSE,SYSTEM,16:00.9,5CE9DA67F1724A40959D9E00D540FC2A,NULL,faffb1320cbf4ce4a35b136bba4f26e1,NULL,NULL
en-US,TYPE.ACTUAL.BSW_VOL_FRAC,Calc. BSW VolFrac,Calc. BSW VolFrac,STD,FALSE,SYSTEM,16:00.9,B0CD2EDEA0D146BCA077A9535B0269AA,NULL,f3aeff53298440ffa580c86be6ea540d,NULL,NULL
en-US,TYPE.ACTUAL.BSW_VOL_FRAC_1,Measured BSW VolFrac,Measured BSW VolFrac,STD,FALSE,SYSTEM,20:29.9,31E26A7906124364B8016F6B050107BF,NULL,517a2e18c2bc4d858035eb37f8c0479f,NULL,NULL
ru-RU,TYPE.ACTUAL.BSW_VOL_FRAC_1,Зам. Обводненность,Зам. Обводненность,STD,FALSE,SYSTEM,20:29.9,B64B1B3969E641C29E92CA2A7BBB22A9,NULL,237c185c9fbd47a1aa7bd865d4b7bdde,NULL,NULL
ru-RU,TYPE.ACTUAL.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,b2f50e56435241c7bbb0ce563ec9bc8f,NULL,1a2ff380a5784a42b9f3614c2a1fdcd4,NULL,NULL
en-US,TYPE.ACTUAL.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,0d36029021f54ad6bdf170462a6e0260,NULL,eb30ffc785ef4bb4bc52c0e9952880e8,NULL,NULL
en-US,TYPE.ACTUAL.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,9fa1555b8a704680a36e199c1d957cb2,NULL,c0d4a4a6edde417faf2ca04fc9b71920,NULL,NULL
ru-RU,TYPE.ACTUAL.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,caab1c52a62240fa8ab2a7d1ef0b3737,NULL,cb3fea6cd63d4ce19b1661e14c9f8519,NULL,NULL
ru-RU,TYPE.ACTUAL.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,e15104510e0b406e819bc662b212fe42,NULL,2c533a10804642fe8ba15155b3a2545d,NULL,NULL
en-US,TYPE.ACTUAL.END_DATETIME,End Datetime,NULL,STD,FALSE,NULL,27:52.1,79efb9ac6b464f7eb8bacfa805c1975d,NULL,e052da7d05ab4664ade151404ee80ca0,NULL,NULL
en-US,TYPE.ACTUAL.EST_GAS_EGY,Estimated Gas energy,NULL,STD,FALSE,NULL,27:52.1,32b122b1e08a4f219147854869840ec5,NULL,e1b651d1081a4a7d8532c8d7d3188802,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_GAS_EGY,[ru-RU] Estimated Gas energy,NULL,STD,FALSE,NULL,27:52.1,00616352d9d2425e97b69fdaa09cba46,NULL,aaa22e89c6aa450294fd189fcb2f51a7,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_GAS_FRM_VOL,[ru-RU] Estimated Gas Formation volume,NULL,STD,FALSE,NULL,27:52.1,dc556c821da84289a45953d9e9d98853,NULL,085afe6944974a40b571bf902db60ae9,NULL,NULL
en-US,TYPE.ACTUAL.EST_GAS_FRM_VOL,Estimated Gas Formation volume,NULL,STD,FALSE,NULL,27:52.1,f9defc24d4d048d6bf424a8cc63a43d5,NULL,3fbc569c83f44003be3dfdc3d67e1e9a,NULL,NULL
en-US,TYPE.ACTUAL.EST_GAS_LFT_VOL,Estimated Gaslift volume,NULL,STD,FALSE,NULL,27:52.1,182b155d8ff8483ca6dda2b34ae04d68,NULL,7276d5b490434c4fad2af3c911f76ce2,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_GAS_LFT_VOL,[ru-RU] Estimated Gaslift volume,NULL,STD,FALSE,NULL,27:52.1,494c31e9512740d0891a75b0544f0fed,NULL,b413a31f77b2410487758bf579bdf590,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_GAS_MASS,Теор. масса газа,NULL,STD,FALSE,SYSTEM,56:00.2,ccfbe79147e648fda251c819375fedcc,NULL,941bc1e146e54d1aab248f7c603783c8,NULL,NULL
en-US,TYPE.ACTUAL.EST_GAS_MASS,Estimated Gas mass,NULL,STD,FALSE,NULL,27:52.1,f61a6de1419840c6a598417f438a9b86,NULL,2180fa40c30d4f6380c9e00a6d24a848,NULL,NULL
en-US,TYPE.ACTUAL.EST_GAS_VOL,Estimated Gas volume,NULL,STD,FALSE,NULL,27:52.1,3ee9e9dc71234c6887d79cf479efcf6e,NULL,49fbc72d42af47c5a9b704ae1fb04c89,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_GAS_VOL,Теор. объем газа,NULL,STD,FALSE,SYSTEM,56:00.2,bcbb3d22a32843598b53a5afbc57ed26,NULL,5a80a3ea1e96426eaceb234b21c809ad,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_LIQ_EGY,[ru-RU] Estimated Liquid energy,NULL,STD,FALSE,NULL,27:52.1,6449818d16c5429c84d1efde557f267f,NULL,fbd5551c9704418fbeddc7992ffdecd5,NULL,NULL
en-US,TYPE.ACTUAL.EST_LIQ_EGY,Estimated Liquid energy,NULL,STD,FALSE,NULL,27:52.1,2b087abce7d04c8eafc7be07adcabb1d,NULL,3cb92270a5514eb5a1d98cc87295c4f7,NULL,NULL
en-US,TYPE.ACTUAL.EST_LIQ_MASS,Estimated Liquid mass,NULL,STD,FALSE,NULL,27:52.1,221dcb6945c54becaa11c41e905de137,NULL,a9c69554f4c24e2ca27f79958533136c,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_LIQ_MASS,Теор. масса жидк.,NULL,STD,FALSE,SYSTEM,56:00.2,0cdd1597b29a4e418e64efec1545449c,NULL,e423e30d9b7148fa8c0f4c16a1454d10,NULL,NULL
ru-RU,TYPE.ACTUAL.EST_LIQ_VOL,Рассчит. объем жидк.,NULL,STD,FALSE,SYSTEM,43:14.0,db21e59f9d654871a14383aa4807be73,NULL,289a251144f84a469686d913086a230c,NULL,NULL
en-US,TYPE.ACTUAL.EST_LIQ_VOL,Estimated Liquid volume,NULL,STD,FALSE,NULL,27:52.1,918bc0fc23424f448e296677a58566c6,NULL,424d5ad3efbd481dac690c57d24dcff7,NULL,NULL
en-US,TYPE.ACTUAL.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,8867107f56584f369acaed0be88d0334,NULL,d8e21c15306d47ba81ac953d075eeb6c,NULL,NULL
ru-RU,TYPE.ACTUAL.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,768fca407b4c4c8399eca44c8f717f05,NULL,b9579631925b42e69561930c22223548,NULL,NULL
ru-RU,TYPE.ACTUAL.FLOW_TIME,[ru-RU] Flow time,NULL,STD,FALSE,NULL,27:52.1,e0eb361cc5494d8bb91fab66a6881cda,NULL,c23d6828c09f4c37a66ae33ad13b286c,NULL,NULL
en-US,TYPE.ACTUAL.FLOW_TIME,Flow time,NULL,STD,FALSE,NULL,27:52.1,eb52057b2c9f41f3b9a1808fd04013a3,NULL,04c64c5bc45349b69ee63de7bb970fa1,NULL,NULL
en-US,TYPE.ACTUAL.GAS_EGY,Gas energy,NULL,STD,FALSE,NULL,27:52.1,bc66b60311334fe3922f6dcc9d7f4122,NULL,b1c9bcf0d37246a395c7454da8cb1ad4,NULL,NULL
ru-RU,TYPE.ACTUAL.GAS_EGY,[ru-RU] Gas energy,NULL,STD,FALSE,NULL,27:52.1,8297114ff954423d93ddec4853fd0ae2,NULL,96676e4f313943aaa61b6d07e6fb7403,NULL,NULL
ru-RU,TYPE.ACTUAL.GAS_MASS,[ru-RU] Gas mass,NULL,STD,FALSE,NULL,27:52.1,2f77df3907cb439bab72a4870e4175d2,NULL,8502a925ea1e498684c14190dd8c0faf,NULL,NULL
en-US,TYPE.ACTUAL.GAS_MASS,Gas mass,NULL,STD,FALSE,NULL,27:52.1,62b2dd72fb2b4023b52380039e43a30e,NULL,7d2d6196cf80470aafec5594b0abf419,NULL,NULL
en-US,TYPE.ACTUAL.GAS_VOL,Gas volume,NULL,STD,FALSE,NULL,27:52.1,4db4b6cf635d4529a7198dc0a704e952,NULL,7fbf5eef09da409587d187df5417a9f3,NULL,NULL
ru-RU,TYPE.ACTUAL.GAS_VOL,Объем газа,NULL,STD,FALSE,SYSTEM,56:00.2,e0fde8cf6ca545beaae4efdae7bc9a48,NULL,91917f21874e4998973837ca2891fc00,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_GAS_EGY,[ru-RU] Injected Gas energy,NULL,STD,FALSE,NULL,27:52.1,c8164d943320417b8538ccdb058a61bc,NULL,7d3efbda0e664d39b4b2a3406d8e8124,NULL,NULL
en-US,TYPE.ACTUAL.INJ_GAS_EGY,Injected Gas energy,NULL,STD,FALSE,NULL,27:52.1,2784a8e8e1294664a13fa102699f690a,NULL,d025d4b252174dbf8bd346108c9b7f63,NULL,NULL
en-US,TYPE.ACTUAL.INJ_GAS_MASS,Injected Gas mass,NULL,STD,FALSE,NULL,27:52.1,0a675c29cd81424299d7656ef91ef656,NULL,6b1de88b04e04d0fa53a74685fdfcbd4,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_GAS_MASS,[ru-RU] Injected Gas mass,NULL,STD,FALSE,NULL,27:52.1,0cdadbab631d448a8380f09d425d6313,NULL,d5004cb0d1724dd3823d2a07ea9fb72a,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_GAS_VOL,[ru-RU] Injected Gas volume,NULL,STD,FALSE,NULL,27:52.1,12758fa3a51f4678be842d3f42ed743a,NULL,f4da2249e1af49e0ae3d2b983a6b6ebc,NULL,NULL
en-US,TYPE.ACTUAL.INJ_GAS_VOL,Injected Gas volume,NULL,STD,FALSE,NULL,27:52.1,d431e3da96c74368a9fb01f41be10377,NULL,4cd669dc6d1f476e93252fe85e7716c1,NULL,NULL
en-US,TYPE.ACTUAL.INJ_LIQUID_EGY,Injected Liquid energy,NULL,STD,FALSE,NULL,27:52.1,969f4026c7bf4ac49cf089abd8d7fb12,NULL,4447d443ab364afeb3170266e09faff4,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_LIQUID_EGY,[ru-RU] Injected Liquid energy,NULL,STD,FALSE,NULL,27:52.1,577f7b89b5c2423189286cd01fcf7426,NULL,2682c7889dc1448e8a809128d1e1ee83,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_LIQUID_MASS,[ru-RU] Injected Liquid mass,NULL,STD,FALSE,NULL,27:52.1,890a25ab905a43a1aafe91a3542b3e4f,NULL,43e9eac05c604c34b9a9048ebadda616,NULL,NULL
en-US,TYPE.ACTUAL.INJ_LIQUID_MASS,Injected Liquid mass,NULL,STD,FALSE,NULL,27:52.1,aa566384dbcc4901b8842cf9fbe96703,NULL,ee320216923a49fbb547e8ef23014aed,NULL,NULL
en-US,TYPE.ACTUAL.INJ_LIQUID_VOL,Injected Liquid volume,NULL,STD,FALSE,NULL,27:52.1,2adb29b327e14fb2a8ff321e951e60c8,NULL,4540c2ad3b22428da2c7d87aca51e3f3,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_LIQUID_VOL,[ru-RU] Injected Liquid volume,NULL,STD,FALSE,NULL,27:52.1,8c8b59a927104c12b9d84c6ee39acd3c,NULL,125c6776416f475d8e3a90d362fecb9b,NULL,NULL
ru-RU,TYPE.ACTUAL.INJ_TIME,[ru-RU] Injection time,NULL,STD,FALSE,NULL,27:52.1,eab34770b99d4a2ea0f5db6b985363ee,NULL,4359a4455fc74038beb0d47cddabae78,NULL,NULL
en-US,TYPE.ACTUAL.INJ_TIME,Injection time,NULL,STD,FALSE,NULL,27:52.1,8305a82f61fd4e7889062c4d45a313c2,NULL,20963cf566554b10aa4879cdf85cd71e,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_GAS_EGY,Injected Gas energy estimate,NULL,STD,FALSE,NULL,27:52.1,809ef230fc17405fadb4e4bab908cce5,NULL,ad6bd9ec9e7f4859adfc2eda0b676918,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_GAS_EGY,[ru-RU] Injected Gas energy estimate,NULL,STD,FALSE,NULL,27:52.1,6ba5f9b5af3b43819a0c8d45773ed884,NULL,da0f9afd3e9845bb8d0857b048485cbc,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_GAS_MASS,[ru-RU] Injected Gas mass estimate,NULL,STD,FALSE,NULL,27:52.1,503e16d3aa7646da9406688f21e407fb,NULL,876fc9e3c6294464a3bcc8c423a1e2c6,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_GAS_MASS,Injected Gas mass estimate,NULL,STD,FALSE,NULL,27:52.1,c115431fd5204ac8aa3e7b60daa9caae,NULL,2bf8c37bec4b4d5aa00378157044ebeb,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_GAS_VOL,Injected Gas volume estimate,NULL,STD,FALSE,NULL,27:52.1,e619c9a8160145f792eb29bb79043eda,NULL,0f13b00519944d64b30ab3f8fe81e8ac,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_GAS_VOL,[ru-RU] Injected Gas volume estimate,NULL,STD,FALSE,NULL,27:52.1,d3d0e7f267d3406c9f7f169aaa4c9967,NULL,c0315a7b8b744ee893da4463ddc3d2cd,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_LIQ_EGY,[ru-RU] Injected Liquid energy estimate,NULL,STD,FALSE,NULL,27:52.1,4b80fa0ee6344edb903eec25587ab21f,NULL,42df142ce63841389538f8dbc4864eea,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_LIQ_EGY,Injected Liquid energy estimate,NULL,STD,FALSE,NULL,27:52.1,de0e728c525949eb9ecc76cda0e361d3,NULL,0b576fa02eba4af99efb20ca8aba833b,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_LIQ_MASS,Injected Liquid mass estimate,NULL,STD,FALSE,NULL,27:52.1,ec0ae3df4d57430cb27e052ea7a885ad,NULL,06c0494b2a6a4e70912b93167132b2ca,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_LIQ_MASS,[ru-RU] Injected Liquid mass estimate,NULL,STD,FALSE,NULL,27:52.1,bd4bf595ee7946ee93b559fb1ebeae17,NULL,7741cd877710477cb822e6b57e849628,NULL,NULL
ru-RU,TYPE.ACTUAL.INJEST_LIQ_VOL,Закачка воды (на дренаж),Закачка воды (на дренаж),STD,FALSE,SYSTEM,34:35.5,22dd1ef4e29043e9a93a41a5ff7cb983,NULL,6cb970feaff742bd9cb7ab32adae5e59,NULL,NULL
en-US,TYPE.ACTUAL.INJEST_LIQ_VOL,Injection water (drainage),Injection water (drainage),STD,FALSE,SYSTEM,34:35.5,9a606d3f06af42ec83c3a8e24caa27ef,NULL,0cbad7926f4e437890bb6f37a3e183be,NULL,NULL
en-US,TYPE.ACTUAL.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,8db65a585089400e8bf953bda5a3591c,NULL,96da62904514479ca072a63222e531aa,NULL,NULL
ru-RU,TYPE.ACTUAL.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,220abb2850944db18d0580661850bf5e,NULL,290d8d2ca48445699d6e50b56deabcee,NULL,NULL
ru-RU,TYPE.ACTUAL.LAST_UPDT_DATE,Дата изменения,NULL,STD,FALSE,SYSTEM,56:00.2,01124b7d1db24cd7bf1c7b27c128e875,NULL,c92fac47ac7a41cc904126840587198e,NULL,NULL
